id,name,artist,spotify_id,preview,img,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,acousticness_artist,danceability_artist,energy_artist,instrumentalness_artist,liveness_artist,speechiness_artist,valence_artist
3624,Siempre Te Voy A Querer,Calibre 50,3VK8copXwqvAueMPhnBe6K,,https://i.scdn.co/image/ab67616d0000b27303f11dc561c59440352babd4,0.775,0.452,-4.243,0.0311,0.58,0,0.17,0.606,0.471652174,0.713456522,0.722869565,1.84E-05,0.194732609,0.057086957,0.838304348
3625,Make Me (Cry),Noah Cyrus,2BrzlUj1u1CtvaJDGIKpsP,https://p.scdn.co/mp3-preview/a61c0ae80960dbbb1a207e012255599813395e13?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273bf2ec8b87525fbd01fb0111f,0.588,0.471,-7.287,0.0577,0.592,0.00146,0.0733,0.209,0.488208737,0.617789474,0.478315789,0.000554605,0.135973684,0.0453,0.371473684
3626,Oompa Loompa,Sig,1OrkwFTwe0T5E6RwaFd4IF,https://p.scdn.co/mp3-preview/42eec28cf6f84739f18a9448f9cad652764983a7?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d425fc80eeba00e56c3161dd,0.863,0.407,-11.139,0.341,0.45,5.57E-05,0.133,0.54,0.6795,0.684,0.4935,0,0.09685,0.0369,0.6765
3627,Los Dos Amigos,Los Cadetes De Linares,6V6lgegjsKlcbBcJWmIz2S,https://p.scdn.co/mp3-preview/b1b1d6998129fbd1b4cfdf035fe25d9c37d95e62?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732738e41425d85f26eb477779,0.625,0.459,-4.83,0.0352,0.748,6.88E-05,0.0697,0.842,0.461421053,0.698842105,0.56,0.002234023,0.086357895,0.056868421,0.835315789
3628,Six Feet Under,The Weeknd,4mU5iXHeLgbR94siF7p1sY,,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,0.772,0.504,-8.219,0.0761,0.129,0,0.125,0.244,0.271439469,0.574808163,0.607873469,0.010594388,0.201727755,0.086811429,0.305189388
3629,Like a Rodeo,Kane Brown,7z3dPHwGxeK4fD6fYFDwiS,https://p.scdn.co/mp3-preview/c35ecbf2923d22c2be2844e9dc3ef481a2cc6120?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c61fe3be705958234977faaa,0.67,0.661,-6.798,0.0466,0.704,0,0.217,0.425,0.154554044,0.595422222,0.704977778,1.34E-05,0.180095556,0.037197778,0.549733333
3630,Gotta Be You,One Direction,3jJ5NJ3aNWvV70Rd7hgZIH,https://p.scdn.co/mp3-preview/e78350703a8a62a463922dfc387e063e2f953b4a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e,0.495,0.583,-4.531,0.0249,0.374,0,0.0781,0.603,0.102126451,0.584391753,0.768134021,1.80E-06,0.178460825,0.048473196,0.547463918
3631,En algun lugar,Duncan Dhu,3UIENhLRdFIOuRan92cAQu,https://p.scdn.co/mp3-preview/786ab9eae518fcdf94c7b925758dbc4a7d61a83b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a4b46c9ca1b602ef5df37884,0.527,0.859,-6.685,0.0687,0.176,0.0866,0.157,0.443,0.14875,0.5495,0.9005,0.04331095,0.15695,0.056475,0.66175
3632,Weather,Freddie Dredd,4fvneyc3bVlvzUuvKU6MpM,https://p.scdn.co/mp3-preview/45add34d6093a22ab70f3e82dd6226114b4ed1a1?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27318bb16dece99e0d1a2ea2dd7,0.752,0.87,-4.267,0.182,0.0229,2.28E-06,0.0996,0.761,0.160710769,0.804923077,0.816,0.149140921,0.101646154,0.206769231,0.700384615
3633,I Know You Want Me (Calle Ocho),Pitbull,5RzFJd6W40SDTyZkX6xx45,https://p.scdn.co/mp3-preview/6f403695269d85830ce4e3aaa9004331595c2269?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273956346ed9c201b6de9d3a1a2,0.82,0.731,-6.02,0.159,0.0133,1.94E-05,0.131,0.793,0.072397273,0.754535354,0.797949495,0.000623609,0.233032323,0.152561616,0.709020202
3634,Solo Con Verte,Banda MS de Sergio Lizarraga,5z4O1H0vFY0Nh4ZMtfgapP,https://p.scdn.co/mp3-preview/207ab60cf85b75a8037232cec0145c4b6112fa01?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2736ff86d579a77bc8ee183afee,0.751,0.525,-5.209,0.0311,0.285,1.43E-05,0.268,0.663,0.392911765,0.737676471,0.524058824,0.000191169,0.135655882,0.056182353,0.777382353
3635,Still Cold / Pathway Private,Night Lovell,6oBL8TdQHEO7jeEdqECg37,https://p.scdn.co/mp3-preview/4bafacb8d5585c76cca3fb30343e4be438c02479?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27341ce4e49d50839bce7f0fb18,0.762,0.41,-11.979,0.0551,0.278,3.43E-05,0.157,0.0813,0.20723,0.753315789,0.548421053,0.069043721,0.123978947,0.066610526,0.152689474
3636,Girls and Boys,Blur,5CeL9C3bsoe4yzYS1Qz8cw,https://p.scdn.co/mp3-preview/e6fe3a8d487412f67de6e731c1cea650cde07055?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2736eba1a0996d9e69ad20ec88b,0.693,0.875,-8.354,0.0315,0.00971,0,0.0601,0.901,0.1177532,0.54708,0.73056,0.064122133,0.1351,0.046092,0.64108
3637,Civil War,Guns N' Roses,6i4Qi1mJxXjqNIL9HfJhRs,,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,0.336,0.787,-8.803,0.0732,0.0793,0.0648,0.32,0.383,0.119759313,0.412453488,0.871465116,0.19856847,0.306940698,0.087881395,0.372918605
3638,93 'Til Infinity,Souls Of Mischief,0PV1TFUMTBrDETzW6KQulB,https://p.scdn.co/mp3-preview/6ecf306fb723efa349b79de01a4076e2a8896902?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27343969ecfe687484121805478,0.59,0.672,-11.792,0.412,0.125,1.04E-06,0.147,0.688,0.051169167,0.7255,0.645833333,0.002605128,0.251916667,0.36125,0.616166667
3639,Right Above It,Lil Wayne,1kMuU3TNQvHbqvXCWBodmP,,https://i.scdn.co/image/ab67616d0000b273229411bccce65156241b6190,0.376,0.841,-4.348,0.356,0.0435,0,0.578,0.463,0.081117639,0.651621287,0.694782178,0.000510006,0.213360644,0.224191584,0.486365347
3640,Don't Stand So Close To Me,The Police,5veJDT0MLsLbhYsx42GXUD,,https://i.scdn.co/image/ab67616d0000b273fb1bc65edf4717e75fbc70ab,0.799,0.506,-9.414,0.0606,0.0453,0.00107,0.0365,0.518,0.12691641,0.599901639,0.687131148,0.101092018,0.155963934,0.087540984,0.65842623
3641,Body,Mother Mother,0VmREvheUiN0xgM5fJYQqp,https://p.scdn.co/mp3-preview/63d75b0b900314d7d20d20b4a5837d846964487e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2736d82586633548d5c122ee00c,0.596,0.633,-3.602,0.0594,0.131,0,0.343,0.473,0.22314375,0.615375,0.6839375,0.017500829,0.201275,0.05769375,0.446
3642,Love in This Club (feat. Young Jeezy),Usher,5j0McHPthKpOXRr3fBq8M0,https://p.scdn.co/mp3-preview/69611cd7895a738d0516704d3ff67bf2889a4354?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2732bca149ba7dd5e45bf233ac3,0.573,0.712,-5.976,0.0732,0.0572,0,0.167,0.346,0.005016333,0.652333333,0.870333333,0.00033504,0.286666667,0.111433333,0.511666667
3643,100 Degrees,Rich Brian,2ZDpSQfBdgkooeXw6oj3Uz,https://p.scdn.co/mp3-preview/71f2ea1720f56bab5f44c8cdf26351c792859e66?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2739f49ffe7fe94bdd0f2f98af2,0.756,0.648,-5.287,0.0731,0.118,0,0.515,0.657,0.287546333,0.70975,0.565166667,0.000238428,0.193791667,0.100533333,0.415416667
3644,Daughter (Remastered),Pearl Jam,53eJFr4Mfbw5PXJ01K6cFw,https://p.scdn.co/mp3-preview/1528fb614346927a25100d1f95ade1c7b0260bf3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273777344aba9d5b5785b4593a5,0.615,0.702,-9.686,0.0278,0.00746,0.00431,0.0608,0.734,0.14227474,0.420348315,0.722865169,0.057113188,0.191414607,0.048029213,0.38778764
3645,A Place for My Head,Linkin Park,5rAxhWcgFng3s570sGO2F8,https://p.scdn.co/mp3-preview/f62cf57eef1e7526890917729ccad7b37045be2e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,0.603,0.908,-5.254,0.184,0.0144,0,0.671,0.457,0.074499743,0.551439252,0.852168224,0.033996128,0.273914953,0.099327103,0.471693925
3646,First Man,Camila Cabello,6TRt2bniIq0EIlrDlje7b8,https://p.scdn.co/mp3-preview/6a104efc6eb4eed7fee421daa6feedf706862afa?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2735f53c0dbe5190a0af0fa28f3,0.572,0.292,-7.621,0.0364,0.906,1.04E-06,0.106,0.223,0.263212453,0.621792453,0.581396226,0.002427752,0.148,0.086937736,0.420588679
3647,Dead And Gone,T.I.,7IhsLJMqdxoo7YAZjaSMru,https://p.scdn.co/mp3-preview/66fcdde9a21b8b63fa4fdc995ac8c0b17c8b113f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b6d4478c6f91f1cb2d326c78,0.713,0.746,-4.99,0.259,0.0402,0,0.601,0.47,0.100817898,0.674882813,0.726703125,4.69E-05,0.262949219,0.21671875,0.520914063
3648,Secreto De Amor,Joan Sebastian,47PiSg7z5qjUyEGKN4I1g7,,https://i.scdn.co/image/ab67616d0000b273078eeb66acfcc9c323fe2a76,0.569,0.483,-7.111,0.0421,0.76,4.75E-05,0.106,0.624,0.634884058,0.658342995,0.487454106,0.001385167,0.175614493,0.069508213,0.822483092
3649,A BOY IS A GUN*,"Tyler, The Creator",1nXZnTALNXiPlvXotqHm66,https://p.scdn.co/mp3-preview/46094bdb549ff10e73bff72f444c25390aac166f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57,0.417,0.689,-8.302,0.178,0.575,0,0.496,0.505,0.194554959,0.553979452,0.640938356,0.021244957,0.313289726,0.268794521,0.465593151
3650,Castles,Freya Ridings,5o8lxcSYAj8uXTiIHoyyA9,,https://i.scdn.co/image/ab67616d0000b273b17bf97d814dd9f2f0753fcc,0.672,0.752,-4.866,0.0843,0.0046,0.00047,0.056,0.429,0.4683,0.529,0.444,0.000235,0.06065,0.06505,0.2633
3651,Power is Power (feat. The Weeknd & Travis Scott),SZA,4cbdPT6uaBOgOQe3fLMofl,https://p.scdn.co/mp3-preview/80b86c4843f38991349c2b68d62c2d135d4a20a0?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d4024fdf2c5056be8a08d09c,0.507,0.644,-7.485,0.0641,0.00413,0,0.217,0.172,0.645404762,0.496571429,0.47902381,0.601751348,0.14372619,0.045802381,0.48337619
3652,Sigo Extranandote,J Balvin,0k23rRi1B8ZHrKtzECGoyk,,https://i.scdn.co/image/ab67616d0000b273734b36a0655aae40d78d70f4,0.896,0.859,-4.232,0.211,0.154,0.000115,0.212,0.938,0.137885714,0.75212381,0.725419048,0.009048336,0.172227619,0.14337619,0.656257143
3653,Crack A Bottle,Eminem,4dK00wCxlqWEeN8BoM1BHT,,https://i.scdn.co/image/ab67616d0000b273506c4cc93e5a6234164125e1,0.516,0.874,-2.571,0.186,0.0864,0,0.173,0.391,0.145719729,0.729532443,0.742029389,0.005104129,0.24171584,0.274213168,0.548479008
3654,All Apologies,Nirvana,1Ic9pKxGSJGM0LKeqf6lGe,,https://i.scdn.co/image/ab67616d0000b273c4f52ef8782f0e8ede4c1aaf,0.446,0.632,-12.197,0.034,0.0793,0.000266,0.0881,0.359,0.107785083,0.431448718,0.763891026,0.107125463,0.179405769,0.061502564,0.438763462
3655,Blow Your Mind (Mwah),Dua Lipa,7kJlTKjNZVT26iwiDUVhRm,https://p.scdn.co/mp3-preview/025ea050b4b021ef621101a71d33428bf1cdb4c2?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2736f3a9d2b11ad1707cbb88369,0.654,0.796,-4.761,0.122,0.0188,0,0.0948,0.491,0.137901589,0.695306452,0.695596774,0.013132843,0.212793548,0.078066129,0.572112903
3656,Awake and Alive,Skillet,0nkzd3yNniB767zSDDdLZ3,https://p.scdn.co/mp3-preview/78879dd4933368acaaf2593f87a031b2ebcfbb1e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27343e531d5f69170aba281ef43,0.434,0.939,-2.983,0.0593,0.0425,0,0.491,0.569,0.030030051,0.47574359,0.901512821,0.000128093,0.230110256,0.061920513,0.460615385
3657,Shoop,Salt-N-Pepa,0Pu71wxadDlB8fJXfjIjeJ,,https://i.scdn.co/image/ab67616d0000b27331ac4ea81876d18519e4b6eb,0.939,0.675,-7.232,0.211,0.0915,0,0.0565,0.795,0.064500588,0.867794118,0.560647059,0.000433527,0.113305882,0.179805882,0.795382353
3658,Addicted,Saving Abel,3pxCXv0NACYfYnLjFcQW5D,,https://i.scdn.co/image/ab67616d0000b2734c0a189e24f900c7e3da4412,0.512,0.864,-4.146,0.0338,0.000821,0,0.0982,0.527,0.063432667,0.506666667,0.778166667,2.58E-07,0.283033333,0.051466667,0.555666667
3659,She Wolf,Shakira,4cS2HQ6jK80vqdY9ofpztx,https://p.scdn.co/mp3-preview/4dc802fd3b06fcb57e59e0b71a87c115af0085cb?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27338abd299129f8be89e636d98,0.865,0.69,-7.448,0.0444,0.289,0.0138,0.225,0.868,0.228166408,0.724394366,0.689205634,0.007968158,0.144857042,0.051866197,0.625767606
3660,Again,Lenny Kravitz,5c1QJAiC3773EwiZLwHf5x,,https://i.scdn.co/image/ab67616d0000b27381bb674330f0276e88bd0722,0.55,0.804,-5.218,0.0271,0.0148,4.33E-05,0.105,0.789,0.115850374,0.610888889,0.619962963,0.036500949,0.190003704,0.056596296,0.618888889
3661,I Kissed A Girl,Katy Perry,005lwxGU1tms6HGELIcUv9,,https://i.scdn.co/image/ab67616d0000b273cd3978ebe35d93a07249b97f,0.699,0.76,-3.173,0.0677,0.00223,0,0.132,0.696,0.094791117,0.660198198,0.745810811,3.34E-05,0.201233333,0.053163063,0.621234234
3662,Nate Growing Up,Labrinth,4iddJAOsc6U0hJ3krSJAKn,https://p.scdn.co/mp3-preview/58066bfc5d6508957dfffd29b4c91d2aee467daf?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,0.507,0.441,-11.165,0.0504,0.0879,0.237,0.0898,0.249,0.360545,0.5081,0.52635,0.106541041,0.117535,0.085455,0.3238
3663,Whatcha Say,Jason Derulo,67T6l4q3zVjC5nZZPXByU8,https://p.scdn.co/mp3-preview/9c0288e332c151689bf465a3f8b52a6c9d056e3a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c7b1b93cd2dcb8d528a30a1d,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,0.086910889,0.641488889,0.7284,3.71E-06,0.197357778,0.107453333,0.618377778
3664,If I Die Young,The Band Perry,4u26EevCNXMhlvE1xFBJwX,,https://i.scdn.co/image/ab67616d0000b2735726e327fd968a6fb5974350,0.606,0.497,-6.611,0.0277,0.348,0,0.275,0.362,0.265425,0.5868,0.6719,1.54E-07,0.16774,0.03404,0.5436
3665,Level Up,Ciara,7ssEhls1ZYEGtBsoovkMSe,https://p.scdn.co/mp3-preview/a55191055ca6602bb50052ebaa69d9e6d9218f73?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2731d45586e7f872765f2584187,0.746,0.825,-4.666,0.169,0.0142,0.0107,0.121,0.584,0.090616857,0.740547619,0.657880952,0.001539535,0.141771429,0.124314286,0.52797619
3666,One Time,Justin Bieber,6eDApnV9Jdb1nYahOlbbUh,,https://i.scdn.co/image/ab67616d0000b2737c3bb9f74a98f60bdda6c9a7,0.691,0.853,-2.528,0.0372,0.0631,7.13E-05,0.082,0.762,0.242902221,0.642417178,0.62509816,0.004217137,0.163357055,0.082681595,0.561784049
3667,Uptown Girl - Radio Edit,Westlife,2sFp6E7lNBbblJGmUtCfFH,https://p.scdn.co/mp3-preview/22acb50c9a2f35f1e0dbe447e18d0571679cfb29?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27315f19e3b1fbfc5a2f164fb6a,0.645,0.921,-5.256,0.0302,0.00809,1.08E-05,0.407,0.864,0.198832,0.550666667,0.606133333,2.63E-06,0.170746667,0.030506667,0.4926
3668,Kung Fu Fighting,Carl Douglas,40NRm1ZLvZpUSCUXAGGZ8J,https://p.scdn.co/mp3-preview/c0bcf18532290f37d42a25dc1d4e973360c9b575?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2736666b9b922cc2afef37342a3,0.598,0.673,-10.431,0.0693,0.0422,6.84E-05,0.289,0.59,0.0422,0.598,0.673,6.84E-05,0.289,0.0693,0.59
3669,True Colors,The Weeknd,1oGdVdYjeQvojGKDddxLQQ,,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,0.624,0.424,-8.237,0.24,0.286,0,0.173,0.584,0.271439469,0.574808163,0.607873469,0.010594388,0.201727755,0.086811429,0.305189388
3670,Hasta Que Salga el Sol,Ozuna,0dDboLfmRNsTBscy4j3Rnl,https://p.scdn.co/mp3-preview/9276ad3cf0a2b3a7336e7ae259a7bf2b13ac4e23?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27359814794af144d08dae50672,0.826,0.816,-4.608,0.0683,0.0201,0.000939,0.127,0.598,0.212962222,0.755711111,0.713133333,0.000208859,0.149345556,0.101443333,0.635066667
3671,Let Me Love You,Ariana Grande,5AKlnLpP3WLwZseNbjquND,,https://i.scdn.co/image/ab67616d0000b2735f9393fda71e7df39b34defd,0.527,0.435,-8.363,0.129,0.0295,0,0.243,0.0781,0.228658471,0.628872611,0.608917197,0.001027057,0.200320382,0.088202548,0.459279618
3672,10%,KAYTRANADA,41SwdQIX8Hy2u6fuEDgvWr,https://p.scdn.co/mp3-preview/8da5c5a803c7966d2c332399de10dd0bb9b595a9?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2739b6375bad39943011986c247,0.794,0.757,-6.644,0.123,0.0267,0.000306,0.0621,0.615,0.2426875,0.69075,0.517375,0.122521125,0.1290125,0.2093875,0.4395
3673,Toothbrush,DNCE,7ciLq0Cip0yxiz6KANrOUq,,https://i.scdn.co/image/ab67616d0000b2738d0a75346badc30c8b845be9,0.556,0.785,-5.842,0.133,0.122,0,0.468,0.825,0.147165,0.649,0.73425,0,0.149475,0.07055,0.82825
3674,Purple Emoji (feat. J. Cole),Ty Dolla $ign,3OJ4LEE50iFELaHiZ09zif,https://p.scdn.co/mp3-preview/a3542482492bb8af7ff2531770595c54f4ebcd5c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e6ad2271964d98547145e723,0.707,0.543,-4.61,0.279,0.151,0,0.384,0.824,0.144971111,0.689604938,0.592333333,0.000359715,0.204565432,0.122688889,0.4794
3675,Ghost,Confetti,52ybDGOqIOFiV1Qr4lJV51,,https://i.scdn.co/image/ab67616d0000b2732117e2a39325a76e2be781d3,0.766,0.673,-5.066,0.239,0.00292,0.000652,0.485,0.708,0.00292,0.766,0.673,0.000652,0.485,0.239,0.708
3676,Chunky,Bruno Mars,0mBKv9DkYfQHjdMcw2jdyI,https://p.scdn.co/mp3-preview/9a864a83d193e01d44a1223465c75592b9060eee?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,0.571,0.539,-4.446,0.116,0.0208,0,0.125,0.727,0.255614742,0.668536082,0.667752577,0.000270476,0.16053299,0.076158763,0.601639175
3677,Stronger,TheFatRat,0iTI5FTB9iEUtcMdx9YyZS,https://p.scdn.co/mp3-preview/21199b899aaa130c33acbe92e0aab39c7b384794?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27370a71a630e82020b916a7b92,0.673,0.916,-3.814,0.0344,0.0658,0.0587,0.0769,0.513,0.087686,0.6211,0.7643,0.398397438,0.11007,0.04686,0.36512
3678,Country Boy (feat. George Jones & Charlie Daniels),Aaron Lewis,77A7dWpSxVoauUbJn83Oj3,https://p.scdn.co/mp3-preview/d6b6cc741a234feb074c87825e3efe2be252fc79?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27390b7f665ca73d96f6004c30a,0.595,0.667,-6.442,0.034,0.296,0,0.109,0.272,0.260641379,0.586655172,0.618517241,0.00047069,0.199096552,0.030441379,0.368917241
3679,Big Lie,Post Malone,02opp1cycqiFNDpLd2o1J3,,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,0.442,0.684,-4.888,0.168,0.191,0,0.0725,0.218,0.319397317,0.631585366,0.607841463,0.015336056,0.142212195,0.0846,0.378792683
3680,Where You Are,Christopher Jackson,2bwSCIuNtVrQPVddCi8sOW,,https://i.scdn.co/image/ab67616d0000b2733505183cc0e24d2f7560174a,0.707,0.656,-9.279,0.173,0.743,0,0.172,0.748,0.433623077,0.634538462,0.463153846,2.39E-06,0.194092308,0.251638462,0.3758
3681,Disename,Joan Sebastian,7tmq8wPHKYL2sKUpLpkXwP,https://p.scdn.co/mp3-preview/80f40bbf2176eb4a81bc687039708d1df104482b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273f656e33592afb759213fabc2,0.691,0.272,-8.141,0.0304,0.764,1.30E-06,0.117,0.608,0.634884058,0.658342995,0.487454106,0.001385167,0.175614493,0.069508213,0.822483092
3682,DOLLAR,Becky G,4ziiAuFyXiY1HNSLGM1xv8,https://p.scdn.co/mp3-preview/82ff808de00064d7b2927cccc593b96f8b905ed0?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734d96ab393bb6cde8e621e298,0.862,0.5,-6.875,0.276,0.232,0,0.657,0.697,0.13121,0.720181818,0.727409091,0.000340401,0.201227273,0.105804545,0.548318182
3683,Cold Water,Major Lazer,7zsXy7vlHdItvUSH8EwQss,,https://i.scdn.co/image/ab67616d0000b2733d2ab503fa064e2050a7d115,0.608,0.798,-5.092,0.0432,0.0736,0,0.156,0.501,0.045463059,0.677176471,0.801294118,0.079349791,0.242288235,0.1039,0.505352941
3684,Animal,Sir Chloe,1BBe4FJtJJosVeb2BAX0XW,https://p.scdn.co/mp3-preview/ed0c03b959efbeaccd451b1870726ac648a0ce02?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734f0ed672edb247c89197be82,0.495,0.457,-6.072,0.0306,0.407,1.25E-06,0.142,0.342,0.407,0.495,0.457,1.25E-06,0.142,0.0306,0.342
3685,Where Did You Sleep Last Night,Nirvana,551qy5vUgrUfEUc4dCNfht,,https://i.scdn.co/image/ab67616d0000b27336c5417732e53e23cb219246,0.573,0.59,-8.43,0.0557,0.667,0.000397,0.691,0.364,0.107785083,0.431448718,0.763891026,0.107125463,0.179405769,0.061502564,0.438763462
3686,Venom,Ghostemane,7tUXZgLbOCvRJ9FBlairoU,https://p.scdn.co/mp3-preview/9603ecfc35eb7facc18faeee88f5b87e7e9cf6aa?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273cbe980418e07ab8bfa5b2f38,0.909,0.573,-6.856,0.181,0.0332,0.0163,0.657,0.392,0.056330211,0.792157895,0.731210526,0.044936989,0.342863158,0.264931579,0.252768421
3687,When I'm Down,Whethan,556l9P7WVZVyYUBjT1YFTT,https://p.scdn.co/mp3-preview/6a597b11a6a63924b00e45050a72230bfca83fb3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c558e54cf2bf2a8dec80aa35,0.827,0.769,-4.058,0.126,0.209,9.54E-05,0.091,0.491,0.221433333,0.709222222,0.640777778,0.000953556,0.195733333,0.1073,0.288066667
3688,Introducing Me - From "Camp Rock 2: The Final Jam",Nick Jonas,74tQaH4CxM5Rs9BzerEbHr,,https://i.scdn.co/image/ab67616d0000b273e0f3cba015a03c59e2f7dd61,0.513,0.496,-6.049,0.0511,0.46,0,0.106,0.676,0.114976348,0.574565217,0.66726087,1.09E-07,0.190217391,0.104769565,0.449086957
3689,Love Affair,UMI,77louqSyp5KhwleVBa0nPW,,https://i.scdn.co/image/ab67616d0000b273ebe4580c70e235a7c7432dfc,0.613,0.488,-7.372,0.0959,0.129,2.13E-05,0.335,0.183,0.98836,0.33844,0.168348,0.435664,0.148664,0.049544,0.400908
3690,way back,Travis Scott,2Zy7XVdxyZQB8xp5xbpJdl,https://p.scdn.co/mp3-preview/17e3c79237cb1d86da3dc6397ec1c6b88d35296c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce,0.396,0.554,-5.048,0.0488,0.222,0,0.612,0.17,0.144398424,0.700482759,0.608,0.001117019,0.200180296,0.114787192,0.346244828
3691,DRUGS,lil aaron,5UShsJdqJLZkl5JNj1ITlP,https://p.scdn.co/mp3-preview/c536762343ea83f2896194a00a12ebd5a84bdb6a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273137f61bb03d47cc8d88c021f,0.475,0.776,-4.745,0.039,0.000715,0,0.597,0.561,0.0427075,0.5655,0.7585,0,0.354,0.1095,0.7215
3692,stupid horse,100 gecs,23Dapn8107GgxvXDIsPwWm,https://p.scdn.co/mp3-preview/4c3aef74f90d4f6921b282cc34b4d18ae032bdc0?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734123c0f9b6689205d20f350f,0.526,0.902,-4.876,0.314,0.0529,0,0.531,0.797,0.2515,0.6695,0.566,0,0.377,0.138,0.769
3693,Woman in Love,Barbra Streisand,1pTGc8pwyo6xtgXBKCBcFn,https://p.scdn.co/mp3-preview/1ce8f60d661c03149990076492d1975d9e9976f8?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273788aec6603253d0d95169042,0.469,0.278,-16.311,0.028,0.248,0.000126,0.133,0.331,0.722081296,0.364187963,0.295540278,0.0166308,0.206386574,0.069607407,0.295737037
3694,Brand New Man - with Luke Combs,Brooks & Dunn,001UkMQHw4zXfFNdKpwXAF,https://p.scdn.co/mp3-preview/20f3865bebd50d0f378448b2fce020d41954ac5c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27304b298bb05d09122c32f23f8,0.573,0.846,-4.866,0.0344,0.00372,7.87E-05,0.29,0.562,0.19522513,0.634668831,0.701935065,0.000367927,0.225884416,0.035923377,0.645798701
