id,name,artist,spotify_id,preview,img,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,acousticness_artist,danceability_artist,energy_artist,instrumentalness_artist,liveness_artist,speechiness_artist,valence_artist
1,Mood (feat. iann dior),24kGoldn,3tjFYV6RSFtuktYl3ZtYcq,https://p.scdn.co/mp3-preview/45cb08fdb67744ab7f1f172bb750e9c10415c37a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ff8c985ecb3b7c5f847be357,0.7,0.722,-3.558,0.0369,0.221,0,0.272,0.756,0.118269412,0.731588235,0.681235294,1.63E-06,0.16,0.123764706,0.566823529
2,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,0.271439469,0.574808163,0.607873469,0.010594388,0.201727755,0.086811429,0.305189388
3,Dynamite,BTS,0t1kP63rueHleOhQkYSXFY,https://p.scdn.co/mp3-preview/a707728846c105f4d8552b8546c30b121bf517f0?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273755995e9ff2b1b0c753f5eb8,0.746,0.765,-4.41,0.0993,0.0112,0,0.0936,0.737,0.099350444,0.614798387,0.786451613,4.37E-05,0.202608065,0.128514919,0.533369355
4,ROCKSTAR (feat. Roddy Ricch),DaBaby,7ytR5pFWmSjzHJIeQkgog4,,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,0.093112929,0.829282828,0.657626263,2.30E-06,0.170425253,0.284725253,0.629373737
5,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0PvFJmanyNQMseIFrU708S,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.823,0.586,-6.606,0.2,0.114,0,0.193,0.347,0.19152,0.675142857,0.702685714,0.000194162,0.247668571,0.280102857,0.490228571
6,Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,,https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef,0.761,0.518,-8.871,0.134,0.244,3.47E-05,0.107,0.522,0.908675676,0.424243243,0.306054054,0.000270235,0.244551351,0.111381081,0.435297297
7,Hawai,Maluma,4uoR6qeWeuL4Qeu2qJzkuG,https://p.scdn.co/mp3-preview/07037d916c2e4ea28cfe9f7489364d8bd18ff15e?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2734805528033046475b63f0fd5,0.787,0.728,-3.455,0.389,0.189,2.29E-05,0.0629,0.545,0.200861176,0.741490196,0.759686275,8.85E-05,0.156501961,0.120921569,0.707190196
8,Lemonade,Internet Money,02kDW379Yfd5PzW5A6vuGt,,https://i.scdn.co/image/ab67616d0000b273d46a8fffbe6c8630784f04da,0.799,0.66,-6.153,0.079,0.256,0,0.111,0.471,0.189,0.698,0.659666667,0,0.181,0.115333333,0.357
9,Savage Love (Laxed - Siren Beat),Jawsh 685,1xQ6trAsedVPCdbtDAmk0c,https://p.scdn.co/mp3-preview/d709526bcdffa6683f85c9255c2fd4e7871ba04c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e3eb3b8feeafb746ecf659e7,0.767,0.481,-8.52,0.0803,0.234,0,0.269,0.761,0.116466667,0.746333333,0.573666667,0.461333333,0.301666667,0.1001,0.893
10,Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,https://p.scdn.co/mp3-preview/a860b3fe04f480539af5f08b3672bb2ecff71b6b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27391e93c59bacfe819db9601eb,0.734,0.874,-3.158,0.0662,0.168,1.14E-05,0.0489,0.905,0.0946,0.697,0.921,1.90E-05,0.159,0.0424,0.722
11,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,0.357,0.425,-7.301,0.0333,0.584,0,0.322,0.27,0.3140825,0.570625,0.591375,5.40E-06,0.14340625,0.0765375,0.4666875
12,Holy (feat. Chance The Rapper),Justin Bieber,5u1n1kITHCxxp8twBcZxWy,,https://i.scdn.co/image/ab67616d0000b273572c68f79b356c21202e248c,0.673,0.704,-8.056,0.36,0.196,0,0.0898,0.372,0.242902221,0.642417178,0.62509816,0.004217137,0.163357055,0.082681595,0.561784049
13,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,https://p.scdn.co/mp3-preview/47afb10323067e827310e5898e4d52c8bdbe72ee?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,0.642,0.374,-9.386,0.0545,0.786,0,0.0906,0.0799,0.494929412,0.617,0.410176471,2.56E-05,0.172070588,0.066105882,0.309882353
14,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,0EhpEsp4L0oRGM0vmeaN5e,,https://i.scdn.co/image/ab67616d0000b273312bd86cc2db22fde885ee73,0.571,0.693,-8.234,0.0545,0.00536,0,0.173,0.393,0.137885714,0.75212381,0.725419048,0.009048336,0.172227619,0.14337619,0.656257143
15,POPSTAR (feat. Drake),DJ Khaled,6EDO9iiTtwNv6waLwa1UUq,https://p.scdn.co/mp3-preview/f06dde25172503546a3b136fba9822a89866a2d3?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273efaecb4b9cbae7c120d14617,0.8,0.56,-4.818,0.261,0.057,0,0.134,0.45,0.0569272,0.634540541,0.753162162,3.46E-07,0.297567568,0.159467568,0.482432432
16,Breaking Me,Topic,3H7ihDc1dqLriiWXwsc2po,,https://i.scdn.co/image/ab67616d0000b273ca801dab96017456b9847ac2,0.789,0.72,-5.652,0.218,0.223,0,0.129,0.664,0.223,0.789,0.72,0,0.129,0.218,0.664
17,Mood Swings (feat. Lil Tjay),Pop Smoke,5rZlwNFl01HqLWBQGryKSm,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.48,0.602,-6.335,0.368,0.487,0,0.0848,0.269,0.19152,0.675142857,0.702685714,0.000194162,0.247668571,0.280102857,0.490228571
18,death bed (coffee for your head),Powfu,7eJMfftS33KTjuF7lTsMCx,https://p.scdn.co/mp3-preview/d951d03a53af76165e0f8550ce0319d526c6910d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,0.39325,0.8095,0.40875,6.19E-05,0.2340875,0.131225,0.322375
19,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,2MbdDtCv5LUVjYy9RuGTgC,https://p.scdn.co/mp3-preview/3748f897bbea6068b383ea857ace01b9a5236a06?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b5f0a8d46cef9647548c64dc,0.904,0.723,-5.224,0.26,0.0631,0,0.185,0.835,0.058266667,0.853066667,0.5948,0.000622991,0.131326667,0.164186667,0.592133333
20,Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.625,0.814,-5.181,0.0657,0.0172,0,0.158,0.535,0.182277287,0.682272727,0.619776224,0.001967662,0.225991608,0.170968531,0.449958042
21,What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.709,0.548,-8.493,0.353,0.65,1.59E-06,0.133,0.543,0.19152,0.675142857,0.702685714,0.000194162,0.247668571,0.280102857,0.490228571
22,Wishing Well,Juice WRLD,2U5WueTLIK5WJLD7mvDODv,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.65,0.613,-6.13,0.128,0.00336,0,0.267,0.0804,0.182277287,0.682272727,0.619776224,0.001967662,0.225991608,0.170968531,0.449958042
23,Go Crazy,Chris Brown,1IIKrJVP1C9N7iPtG6eOsK,https://p.scdn.co/mp3-preview/cd1e4584425d4be8eae7489d704a36c3166a0065?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,0.755,0.578,-8.932,0.145,0.316,0,0.25,0.581,0.101892438,0.660851064,0.640302128,7.83E-05,0.17256383,0.130031489,0.486374468
24,Midnight Sky,Miley Cyrus,27ycaQnQAxaPiyeg3nr2aB,https://p.scdn.co/mp3-preview/837e5649e915ca76f814a3923612703ed7fed29d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d59c3c489691c8b41043cab2,0.705,0.814,-5.466,0.0346,0.00115,0.00312,0.203,0.259,0.094380329,0.568616438,0.735849315,8.24E-05,0.170552055,0.063982192,0.447863014
25,Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,https://p.scdn.co/mp3-preview/a571ff5fe255c4a51a609afa67bafd821ea396bf?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27354eab2e4aa8b8706b6b526d2,0.789,0.711,-4.248,0.041,0.0332,0,0.0876,0.753,0.086910889,0.641488889,0.7284,3.71E-06,0.197357778,0.107453333,0.618377778
26,Dance Monkey,Tones And I,2XU0oxnq2qxCpomAAuJY8K,https://p.scdn.co/mp3-preview/535ffea66207a0fc07d57fbaea7b5594be797f9b?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,0.5005,0.760666667,0.555833333,3.47E-05,0.198166667,0.0805,0.4495
27,ily (i love you baby) (feat. Emilee),Surf Mesa,62aP9fBQKYKxi7PDXwcUAS,,https://i.scdn.co/image/ab67616d0000b273b3de5764cc02f94714487c86,0.674,0.774,-7.567,0.0892,0.0686,0.00188,0.393,0.33,0.0432,0.680666667,0.709333333,0.000626667,0.193,0.058133333,0.439333333
28,Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,0.501,0.405,-5.679,0.0319,0.751,0,0.105,0.446,0.642846667,0.594633333,0.4497,0,0.14052,0.043393333,0.327333333
29,GREECE (feat. Drake),DJ Khaled,35RJhm1pEovTBwnNR0zWad,https://p.scdn.co/mp3-preview/730e8f890f342ab3efd4b734a314cfea2407efb7?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2737db0d21fc5696a3fcedfb933,0.695,0.343,-10.798,0.0432,0.0743,1.04E-06,0.107,0.229,0.0569272,0.634540541,0.753162162,3.46E-07,0.297567568,0.159467568,0.482432432
30,Stuck with U (with Justin Bieber),Ariana Grande,4HBZA5flZLE435QTztThqH,,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86,0.597,0.45,-6.658,0.0418,0.223,0,0.382,0.537,0.228658471,0.628872611,0.608917197,0.001027057,0.200320382,0.088202548,0.459279618
31,Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.553,0.319397317,0.631585366,0.607841463,0.015336056,0.142212195,0.0846,0.378792683
32,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1H7KnK26kc1YyellpbINEn,,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,0.49,0.618,-5.655,0.104,0.0221,3.77E-06,0.259,0.286,0.19152,0.675142857,0.702685714,0.000194162,0.247668571,0.280102857,0.490228571
33,Memories,Maroon 5,2b8fOow8UzyDFAE27YhOZM,,https://i.scdn.co/image/ab67616d0000b273b8c0135a218de2d10a8435f5,0.764,0.32,-7.209,0.0546,0.837,0,0.0822,0.575,0.129490156,0.65312766,0.724021277,1.09E-05,0.216921277,0.057736879,0.566702128
34,The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I,https://p.scdn.co/mp3-preview/52c74a85b9b187b8f51bfe1c7b19a25f7624161a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,0.896,0.586,-6.687,0.0559,0.104,0,0.79,0.642,0.184208906,0.784984375,0.627953125,1.35E-05,0.167565625,0.22968125,0.44465625
35,bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,0.627382535,0.620577465,0.35304507,0.097906548,0.17143662,0.135860563,0.259249296
36,Wonder,Shawn Mendes,5KCbr5ndeby4y4ggthdiAb,,https://i.scdn.co/image/ab67616d0000b2733d9621bb2904dc57a60a6b36,0.333,0.637,-4.904,0.0581,0.131,1.80E-05,0.149,0.132,0.321609667,0.614466667,0.602883333,1.98E-06,0.130418333,0.076721667,0.53185
37,Tusa,KAROL G,7k4t7uLgtOxPwTpFmtJNTY,,https://i.scdn.co/image/ab67616d0000b273ddd3154c58e15a8bdb63bbcc,0.803,0.715,-3.28,0.298,0.295,0.000134,0.0574,0.574,0.339657368,0.732789474,0.735736842,0.000955309,0.160957895,0.113205263,0.540368421
38,Mad at Disney,salem ilese,7aGyRfJWtLqgJaZoG9lJhE,,https://i.scdn.co/image/ab67616d0000b2731cb068e27f83975bc827586e,0.738,0.621,-7.313,0.0486,0.424,7.39E-06,0.692,0.715,0.424,0.738,0.621,7.39E-06,0.692,0.0486,0.715
39,HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW,https://p.scdn.co/mp3-preview/d9b90990dab9d8376d05c5d4a6b7ac3e99c03763?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,0.598,0.427,-8.764,0.0317,0.0546,5.83E-06,0.21,0.0605,0.144398424,0.700482759,0.608,0.001117019,0.200180296,0.114787192,0.346244828
40,Still Don't Know My Name,Labrinth,6N22FZs2ZhPBYi3b9XPajV,https://p.scdn.co/mp3-preview/2f3df1d334b61c34fbf5e9baf75d5e02897c0964?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,0.316,0.63,-5.963,0.117,0.471,0.262,0.205,0.313,0.360545,0.5081,0.52635,0.106541041,0.117535,0.085455,0.3238
41,Rain On Me (with Ariana Grande),Lady Gaga,24ySl2hOPGCDcxBxFIqWBu,,https://i.scdn.co/image/ab67616d0000b273c8583f0bd97d3042d4971acf,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,0.091457808,0.659140541,0.750789189,0.01341302,0.243072432,0.064160541,0.529911351
42,Robbery,Juice WRLD,6Hj9jySrnFppAI0sEMCZpJ,,https://i.scdn.co/image/ab67616d0000b273af149eb4002f65f83afc63c4,0.685,0.692,-5.122,0.0457,0.328,0,0.153,0.578,0.182277287,0.682272727,0.619776224,0.001967662,0.225991608,0.170968531,0.449958042
43,Put Your Records On,Ritt Momney,6AGOKlMZWLCaEJGnaROtF9,https://p.scdn.co/mp3-preview/43e2f68fc66eb394aebab52b14afde64607f0e77?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273d52d8eb3be188231e120dbbd,0.399,0.491,-10.778,0.0538,0.0563,0.00089,0.11,0.151,0.0563,0.399,0.491,0.00089,0.11,0.0538,0.151
44,Smile (with The Weeknd),Juice WRLD,6wQlQrTY5mVS8EGaFZVwVF,,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,0.694,0.685,-6.535,0.133,0.224,0,0.124,0.306,0.182277287,0.682272727,0.619776224,0.001967662,0.225991608,0.170968531,0.449958042
45,Party Girl,StaySolidRocky,5RqR4ZCCKJDcBLIn4sih9l,https://p.scdn.co/mp3-preview/734041c8149469e7b104713d2c5ae209eab54003?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273f3fb166b5515fb19b070773c,0.728,0.431,-9.966,0.0622,0.749,0,0.0996,0.629,0.749,0.728,0.431,0,0.0996,0.0622,0.629
46,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,,https://i.scdn.co/image/ab67616d0000b273fdf2e993e10e67396b3bf759,0.63,0.633,-7.088,0.0457,0.00776,0,0.0541,0.452,0.062354526,0.651605263,0.803105263,0.027709289,0.188689474,0.074618421,0.378894737
47,Before You Go,Lewis Capaldi,7ce20yLkzuXXLUhzIDoZih,,https://i.scdn.co/image/ab67616d0000b273f6cda6c81dd1c2d5783fbd2d,0.459,0.575,-4.858,0.0573,0.604,0,0.0885,0.183,0.642846667,0.594633333,0.4497,0,0.14052,0.043393333,0.327333333
48,everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,0.627382535,0.620577465,0.35304507,0.097906548,0.17143662,0.135860563,0.259249296
49,Be Like That - feat. Swae Lee & Khalid,Kane Brown,5f1joOtoMeyppIcJGZQvqJ,https://p.scdn.co/mp3-preview/4f50fb968d7c3ad92748fdcaec6ab9071dc0535f?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273b670be86ddfa9d49caa56971,0.727,0.626,-8.415,0.0726,0.0469,2.58E-05,0.126,0.322,0.154554044,0.595422222,0.704977778,1.34E-05,0.180095556,0.037197778,0.549733333
50,Stunnin' (feat. Harm Franklin),Curtis Waters,2D0dj3hVkRQJCp63cxCPEx,https://p.scdn.co/mp3-preview/c808d021da89d90917ec14086eb93d79182c6fd9?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273c8e201b69f790a7c6e7e1429,0.885,0.685,-6.429,0.0627,0.33,0,0.148,0.937,0.329,0.906,0.604,0,0.255,0.0746,0.899
51,Ice Cream (with Selena Gomez),BLACKPINK,2J4P46vCFm1rPkNkp9pZWX,,https://i.scdn.co/image/ab67616d0000b2733709f2400b95a7c6f22a7ee0,0.79,0.729,-3.843,0.334,0.0342,9.31E-05,0.0411,0.904,0.113988333,0.701666667,0.78175,0.000148428,0.251883333,0.0952,0.549416667
52,my future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,,https://i.scdn.co/image/ab67616d0000b273c6031b915b9ce1378be1200f,0.444,0.309,-10.956,0.062,0.795,0.132,0.352,0.0875,0.627382535,0.620577465,0.35304507,0.097906548,0.17143662,0.135860563,0.259249296
53,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,0.776,0.78,-4.374,0.128,0.0622,0,0.081,0.666,0.145981077,0.521760684,0.715290598,0.012033914,0.211565812,0.061509402,0.370360684
54,ROXANNE,Arizona Zervas,696DnlkuDOXcMAnKlTgXXK,https://p.scdn.co/mp3-preview/17c8499c72603f1a2726dd121eb245c445d1dd84?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,0.621,0.601,-5.616,0.148,0.0522,0,0.46,0.457,0.120525,0.740166667,0.680583333,2.60E-06,0.217266667,0.139466667,0.534833333
55,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,4jVBIpuOiMj1crqd8LoCrJ,https://p.scdn.co/mp3-preview/06945b5c44f23c9e11d648c48076a942dfe075ac?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27370f2ab5608885749f7210b5f,0.835,0.699,-5.405,0.277,0.00671,0,0.195,0.547,0.144398424,0.700482759,0.608,0.001117019,0.200180296,0.114787192,0.346244828
56,Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,https://p.scdn.co/mp3-preview/1ddded6adc5b2f4e77088b793bd4e53123843f6c?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,0.787,0.673,-4.577,0.158,0.256,3.57E-06,0.0904,0.786,0.231365333,0.728577778,0.650555556,0.010028949,0.148455556,0.10786,0.547546667
57,Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,https://p.scdn.co/mp3-preview/2dbeaa922270b3372d221f09c773a38696aed573?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,0.676,0.771,-3.675,0.0483,0.0237,7.00E-06,0.102,0.569,0.268815577,0.541461538,0.586769231,0.016808884,0.156207692,0.035888462,0.406896154
58,Ride It,Regard,2tnVG71enUj33Ic2nFN6kZ,https://p.scdn.co/mp3-preview/278c488e5cd64d303bff3cacf7780ba2c045b2e4?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2735c27813ae019011fcb370c78,0.88,0.751,-4.258,0.0874,0.177,6.43E-05,0.106,0.884,0.177,0.88,0.751,6.43E-05,0.106,0.0874,0.884
59,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,5DoLhdU27owX1NMrKLUbUl,https://p.scdn.co/mp3-preview/6914e287bf1c8a18d9c0849e18fcfe84a88de35a?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27355fd948694de3039b1f87c76,0.863,0.669,-5.952,0.282,0.111,0,0.0569,0.947,0.149,0.656,0.662,8.00E-06,0.16,0.191,0.573
60,Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,https://p.scdn.co/mp3-preview/755e88e49f038885df13efc6689381a2068e972d?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,0.567,0.267,-6.502,0.0299,0.839,1.46E-06,0.089,0.0592,0.268815577,0.541461538,0.586769231,0.016808884,0.156207692,0.035888462,0.406896154
61,Sunday Best,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,,https://i.scdn.co/image/ab67616d0000b2733667dc27da7b24360d6050d0,0.878,0.525,-6.832,0.0578,0.183,0,0.0714,0.694,0.333968,0.70652,0.59728,0.000197566,0.17542,0.086588,0.67704
62,Godzilla (feat. Juice WRLD),Eminem,7FIWs0pqAYbP91WWM0vlTQ,,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,0.808,0.745,-5.26,0.342,0.145,0,0.292,0.829,0.145719729,0.729532443,0.742029389,0.005104129,0.24171584,0.274213168,0.548479008
63,Supalonely,BENEE,4nK5YrxbMGZstTLbvj6Gxw,,https://i.scdn.co/image/ab67616d0000b27382f4ec53c54bdd5be4eed4a0,0.863,0.631,-4.689,0.0534,0.305,3.04E-05,0.123,0.817,0.345733333,0.757444444,0.574333333,1.01E-05,0.145644444,0.041955556,0.577
64,Daisy,Ashnikko,0AUvWawuP0ibk4SQ3sIZjk,https://p.scdn.co/mp3-preview/b5b6b76fee422639dfc6f872853d1bdc700fc839?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273a759c9110a458a97f767eb2d,0.834,0.663,-6.143,0.133,0.235,0,0.372,0.774,0.028848333,0.704666667,0.5475,0,0.198133333,0.140766667,0.569333333
65,Are You Bored Yet? (feat. Clairo),Wallows,57RA3JGafJm5zRtKJiKPIm,https://p.scdn.co/mp3-preview/d09dcc3195e04df650274c22ef7fff041b5d22f5?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27384feca0133d9a8e6539a8325,0.682,0.683,-6.444,0.0287,0.156,2.32E-05,0.273,0.64,0.861,0.67,0.357,6.14E-05,0.0828,0.0657,0.834
66,7 rings,Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,0.778,0.317,-10.732,0.334,0.592,0,0.0881,0.327,0.228658471,0.628872611,0.608917197,0.001027057,0.200320382,0.088202548,0.459279618
67,If the World Was Ending - feat. Julia Michaels,JP Saxe,2kJwzbxV2ppxnQoYw4GLBZ,https://p.scdn.co/mp3-preview/018d975f965ed16e92e601c53afa1c7e7ce9ab27?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273dedbec8cca43642f06533476,0.464,0.473,-10.086,0.129,0.866,0,0.109,0.604,0.65725,0.54675,0.419125,0.000288885,0.15075,0.108075,0.358375
68,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,https://p.scdn.co/mp3-preview/9779493d90a47f29e4257aa45bc6146d1ee9cb26?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,0.599,0.448,-6.312,0.0232,0.163,0,0.106,0.168,0.422231006,0.660441558,0.503588312,0.000238144,0.176191558,0.077593506,0.508474026
69,You Got It,Vedo,4lsHZ92XCFOQfzJFBTluk8,https://p.scdn.co/mp3-preview/2ac46caffabbeaeb4955f46d32cfccd273799441?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273873c4523604fff8ef176124c,0.774,0.376,-9.372,0.208,0.297,0,0.165,0.391,0.034895,0.516,0.819,0.00019643,0.1825,0.03685,0.665
70,cardigan,Taylor Swift,4R2kfaDFhslZEMJqAFNpdd,,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,0.613,0.581,-8.588,0.0424,0.537,0.000345,0.25,0.551,0.179621172,0.604399002,0.637630923,0.000451794,0.154198504,0.052562594,0.430920698
71,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,https://p.scdn.co/mp3-preview/36bf1375c8d3f3925556744935f234b5e060e0cc?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27311d6f8c713ef93a9bb64ddfe,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,0.3075,0.7065,0.521,0,0.159,0.05205,0.3025
72,After Party,Don Toliver,527k23H0A4Q0UJN3vGs0Da,https://p.scdn.co/mp3-preview/1abc83cda35186a1de03a2141e3e94dc2be65218?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b27345190a074bef3e8ce868b60c,0.629,0.692,-8.045,0.0376,0.00981,0.331,0.603,0.453,0.253900625,0.70275,0.62821875,0.021399074,0.2005375,0.072421875,0.4645
73,Martin & Gina,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,https://p.scdn.co/mp3-preview/c3a29031fae3d7ec39e63efa734da8595be6a916?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b273339f780dfdbc38558ea0761d,0.832,0.534,-7.813,0.253,0.345,0,0.165,0.116,0.131391579,0.758017544,0.548561404,7.89E-06,0.110333333,0.371736842,0.420964912
74,Don't Start Now,Dua Lipa,6WrI0LAC5M1Rw2MnX2ZvEg,https://p.scdn.co/mp3-preview/ed151225213380a41e5c4af00ff558e25b5875d1?cid=50179b9e0a064ad09ffb159682151c22,https://i.scdn.co/image/ab67616d0000b2738583df1a14bea9175f9ac520,0.794,0.793,-4.521,0.0842,0.0125,0,0.0952,0.677,0.137901589,0.695306452,0.695596774,0.013132843,0.212793548,0.078066129,0.572112903
